Timestamp,v,i,p,q,h1_m,h1_p,h2_m,h2_p,h3_m,h3_p,h4_m,h4_p,h5_m,h5_p,h6_m,h6_p,h7_m,h7_p,h8_m,h8_p,h9_m,h9_p,h10_m,h10_p,h11_m,h11_p,h12_m,h12_p,h13_m,h13_p,h14_m,h14_p
2019-10-14 14:24:12,245.519,0.254,-2.0,-57.0,0.232,92.389,0.001,95.005,0.018000000000000002,139.46200000000002,0.001,68.76899999999999,0.025,36.946,0.0,-88.037,0.025,101.731,0.001,-120.604,0.033,-93.72,0.001,-76.683,0.014,-30.115,0.003,118.447,0.03,-98.758,0.004,61.119
2019-10-14 14:24:15,245.732,0.257,-3.0,-57.0,0.233,92.499,0.001,90.227,0.018000000000000002,138.512,0.001,80.322,0.026,34.451,0.001,2.268,0.025,102.05,0.001,-90.135,0.033,-91.868,0.002,-21.109,0.01,-6.252000000000002,0.006,-11.142,0.022,-86.39,0.009000000000000001,83.76700000000002
2019-10-14 14:24:18,245.83900000000003,0.264,-2.0,-57.0,0.233,92.534,0.001,106.978,0.018000000000000002,138.155,0.001,54.837,0.025,34.519,0.001,-151.19899999999996,0.026,98.218,0.001,-7.95,0.035,-97.2,0.001,5.279,0.01,-43.611,0.002,87.015,0.027000000000000003,-95.867,0.002,54.083
2019-10-14 14:24:21,245.822,0.265,-2.0,-57.0,0.233,92.531,0.001,116.339,0.019,138.54399999999998,0.001,49.967,0.025,33.97,0.001,-147.483,0.026,97.187,0.001,8.696,0.034,-97.783,0.001,-0.7,0.01,-40.549,0.002,43.02,0.026,-95.625,0.002,44.108
2019-10-14 14:24:24,245.346,0.257,-2.0,-57.0,0.233,92.498,0.001,98.021,0.018000000000000002,139.461,0.001,67.25399999999999,0.026,33.93,0.001,-62.833,0.025,100.275,0.001,-67.149,0.033,-93.146,0.002,-1.554,0.01,-15.312,0.006,179.87400000000005,0.024,-87.53,0.009000000000000001,156.781
2019-10-14 14:24:27,245.335,0.245,-2.0,-57.0,0.232,92.458,0.001,89.613,0.018000000000000002,139.466,0.001,65.704,0.025,35.506,0.0,-89.602,0.025,100.666,0.001,-94.65,0.033,-94.094,0.002,-98.06,0.013,-22.346,0.004,155.886,0.027000000000000003,-93.956,0.006,130.453
2019-10-14 14:24:30,245.304,0.244,-2.0,-57.0,0.232,92.475,0.001,91.466,0.017,139.054,0.001,68.288,0.025,35.541,0.0,-113.852,0.025,102.052,0.0,-111.071,0.033,-94.864,0.001,-91.191,0.015,-32.289,0.001,-164.35,0.03,-98.844,0.0,157.379
2019-10-14 14:24:33,245.205,0.244,-3.0,-57.0,0.232,92.513,0.001,90.803,0.018000000000000002,139.555,0.001,62.286,0.025,36.544,0.0,-67.339,0.024,103.682,0.001,-108.225,0.033,-94.149,0.001,-85.227,0.015,-31.776,0.001,-151.328,0.03,-97.713,0.001,154.303
2019-10-14 14:24:36,245.252,0.256,-3.0,-57.0,0.231,92.535,0.001,91.953,0.017,139.123,0.001,78.541,0.025,36.445,0.0,0.565,0.024,103.829,0.001,-111.718,0.033,-92.69,0.001,-55.64100000000001,0.015,-26.146,0.004,113.776,0.028,-95.188,0.005,97.604
2019-10-14 14:24:39,245.12,0.253,-2.0,-57.0,0.232,92.535,0.001,90.859,0.017,138.371,0.001,79.646,0.026,34.699,0.001,-3.725,0.024,100.734,0.001,-13.685,0.034,-93.799,0.001,-21.719,0.011,-11.285,0.003,24.333,0.022,-84.22200000000002,0.004,11.82
2019-10-14 14:24:42,244.948,0.253,-2.0,-57.0,0.232,92.527,0.001,87.47399999999998,0.017,136.681,0.001,72.972,0.025,35.085,0.0,-17.859,0.025,99.254,0.001,24.711,0.034,-97.474,0.001,9.868,0.006999999999999999,-0.927,0.001,65.346,0.02,-93.189,0.002,-14.24
2019-10-14 14:24:45,245.342,0.253,-2.0,-57.0,0.232,92.391,0.001,87.25299999999999,0.018000000000000002,137.27,0.001,65.21,0.025,33.264,0.0,-56.242,0.025,98.084,0.0,45.938,0.035,-97.471,0.001,8.824,0.006999999999999999,-3.234,0.001,65.523,0.019,-94.089,0.002,-12.139
2019-10-14 14:24:48,245.245,0.254,-2.0,-57.0,0.232,92.438,0.001,98.184,0.018000000000000002,137.60299999999998,0.001,64.35300000000001,0.025,35.404,0.001,-51.945,0.024,99.105,0.001,54.342,0.034,-95.629,0.001,28.653,0.006,-5.597,0.001,83.757,0.021,-96.705,0.002,-7.244
2019-10-14 14:24:51,245.455,0.256,-3.0,-57.0,0.232,92.492,0.001,92.722,0.018000000000000002,137.70600000000002,0.001,68.657,0.026,41.32100000000001,0.001,-113.241,0.022,105.164,0.001,46.76300000000001,0.036000000000000004,-92.527,0.001,87.492,0.006,-33.494,0.001,127.538,0.022,-88.02799999999998,0.001,24.825
2019-10-14 14:24:54,245.387,0.258,-3.0,-57.0,0.233,92.563,0.002,84.851,0.017,137.719,0.001,113.249,0.027000000000000003,40.932,0.001,0.952,0.02,106.326,0.001,-159.284,0.033,-86.704,0.002,-64.786,0.01,-10.35,0.006,-127.345,0.023,-80.167,0.006999999999999999,-123.764
